steming_data,Sentiment,tokenized_tweet
this guy really said program makan siang gratis bagus begitupula ikn,Positif,"[720, 10578, 3542, 1783, 4, 1, 3, 2, 82, 0, 131]"
program makan siang gratis gagalnkrn jatahmya makan mbak,Positif,"[4, 1, 3, 2, 9755, 9756, 1, 9]"
heran program makan siang gratis ruang fiskal cekak kena hantam proyek ngebut ikn program cost gede ya butuh pasu beban bayarin ya,Negatif,"[649, 4, 1, 3, 2, 789, 1443, 3898, 274, 2890, 177, 4141, 131, 4, 236, 294, 6, 45, 847, 174, 1242, 6]"
lo harap makan siang gratis brok logika kagak realistis program,Positif,"[117, 168, 1, 3, 2, 7303, 608, 175, 518, 4]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten wajo unjung sdn maddukkelleng sengkang sabtu 14 desember 2024 pjgubernursulsel zudanariffakrulloh profzudan makansianggratis luwu,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 2232, 1099, 361, 2653, 3252, 1409, 1177, 976, 448, 7517, 4313, 4314, 693, 1357]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten wajo unjung sdn maddukkelleng sengkang sabtu 14 desember 2024 pjgubernursulsel zudanariffakrulloh profzudan makansianggratis luwu,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 2232, 1099, 361, 2653, 3252, 1409, 1177, 976, 448, 7517, 4313, 4314, 693, 1357]"
presiden pilih bikin program makan siang gratis gizi dana 7500porsi makan porsi 3x cost maksi gratis ya pikir perintah bayarin porsi 20000 mayoritas masyarakat wakanda makan 3x,Positif,"[32, 46, 23, 4, 1, 3, 2, 5, 18, 0, 1, 158, 2236, 236, 366, 2, 6, 68, 13, 1242, 158, 0, 1143, 58, 5311, 1, 2236]"
tau makan siang gratis dasar program akal gue benci banget,Positif,"[51, 1, 3, 2, 169, 4, 237, 16, 538, 20]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten luwu unjung negeri 3 ponrang jumat 13 desember 2024,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 1357, 1099, 111, 107, 2068, 203, 874, 976, 448]"
wakil isi kepala semalem baca twit pengin balas tenaga program makan siang gratis diplanning imbas kemanamana perintah kaca negara maju lihat negara,Positif,"[386, 127, 334, 13112, 255, 2487, 551, 824, 786, 4, 1, 3, 2, 5186, 1387, 2707, 13, 1529, 22, 297, 33, 22]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten luwu unjung negeri 3 ponrang jumat 13 desember 2024,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 1357, 1099, 111, 107, 2068, 203, 874, 976, 448]"
dengar program makan siang gratis hamil anak indonesia aneh kayak serius bikin program segitu gede dana lihat kondisi ekonomi kayak yaiyalah melek orang petinggi ya halang perut gendut,Negatif,"[382, 4, 1, 3, 2, 494, 7, 14, 153, 15, 346, 23, 4, 666, 294, 18, 33, 439, 95, 15, 3533, 1887, 11, 2394, 6, 12226, 358, 311]"
gimmick makan siang gratis counter internet gratis sih kayak adu program gratis solusi,Positif,"[1527, 1, 3, 2, 5254, 1363, 2, 10, 15, 935, 4, 2, 167]"
program makan siang gratis gizi wkwkwk,Positif,"[4, 1, 3, 2, 5, 257]"
lawak percaya tuh orang ude desperate cari duit program maksanya makan siang gratis dibanggabanggain,Positif,"[1434, 348, 29, 11, 5265, 12239, 99, 37, 4, 12240, 1, 3, 2, 12241]"
ppn12 salah akomodir program surga ala prabowo judul makan siang gratis program ngabisin anggar pov pribadi,Positif,"[2990, 54, 8628, 4, 2409, 512, 21, 587, 1, 3, 2, 4, 967, 19, 1719, 269]"
perintah prabowo program makan siang gratis terealisiroalaaaah piyetoh,Positif,"[13, 21, 4, 1, 3, 2, 11618, 11619]"
anakanak program makan siang gratis pajakin luxury pajakin gede konglomerat ekonomi naikin umr orangtuanya sejahtera gizi ya allah pagi2 iniiii,Positif,"[52, 4, 1, 3, 2, 1401, 10148, 1401, 294, 1572, 95, 468, 1221, 2199, 304, 5, 6, 256, 4889, 4406]"
anggar kapai paksa program makan siang gratis,Positif,"[19, 379, 112, 4, 1, 3, 2]"
loh loh bikin program makan siang gratis giant sea wall ikn,Positif,"[230, 230, 23, 4, 1, 3, 2, 8854, 4078, 8855, 131]"
program makan siang gratis gizi cegah stunting makan kasih layak gizi murah banget lo kasih proker gratis langsung iya kayak orang tolol tolol sih,Positif,"[4, 1, 3, 2, 5, 344, 118, 1, 17, 88, 5, 276, 20, 117, 17, 1557, 2, 110, 231, 15, 11, 155, 155, 10]"
sih wowo bikin program susah ngotot banget makan siang gratis,Netral,"[10, 283, 23, 4, 166, 1374, 20, 1, 3, 2]"
rela sih program makan siang gratis menu kayak gin,Netral,"[677, 10, 4, 1, 3, 2, 25, 15, 81]"
tau kayak dibilangin gibr4n tabrak2 institusi program makan siang gratis masuk akal datengnya orang kuliah universitas negeri lumayan kenal kasih tau ngeyel kagak tonton debat,Negatif,"[51, 15, 3525, 0, 0, 0, 4, 1, 3, 2, 79, 237, 9423, 11, 440, 1659, 111, 429, 834, 17, 51, 2384, 175, 1007, 485]"
sukses program makan siang gratis pekanbaru rizky bagus oka daya umkm lokal,Positif,"[278, 4, 1, 3, 2, 1243, 6687, 82, 6688, 295, 710, 352]"
sygnya 20rb kadang cumaa makan 1 orang 5 orang pliss ekonomi 270jt orang budget program makan siang gratis 25k turun 10k jgnkan rakyat perintah 20k mahal mbak,Positif,"[7790, 2454, 455, 4535, 1, 55, 11, 165, 11, 3400, 95, 7791, 11, 170, 4, 1, 3, 2, 3401, 227, 319, 3882, 12, 13, 1412, 280, 9]"
makan siang gizi gratis rakyat urun biayain program kadung dijanjiin kampanye ppn 12,Positif,"[1, 3, 5, 2, 12, 673, 965, 4, 5625, 2382, 98, 90, 85]"
gilir program makan siang gratis cari contoh negara semurahmurahnya,Netral,"[683, 4, 1, 3, 2, 99, 326, 22, 8047]"
woi makan siang gratis ganti sarap gratis anjengg gue kerja jam 5 subuh sarap gratis program 02 ppek,Positif,"[928, 1, 3, 2, 115, 214, 2, 12899, 16, 39, 299, 165, 2252, 214, 2, 4, 185, 12900]"
bacotttt ya tolak program makan siang gratis problem kadangkadang sambung cak imin acara slepet imin yogyakarta senin 52 malam,Negatif,"[12527, 6, 506, 4, 1, 3, 2, 1254, 5413, 1163, 3549, 5480, 556, 12528, 5480, 2312, 477, 12529, 298]"
punten rakyat usul capres janji program makan siang gratis program capres menang makan siang gratis lho makan gizi gratis program kampanye hitung,Positif,"[2540, 12, 181, 520, 67, 4, 1, 3, 2, 4, 520, 403, 1, 3, 2, 501, 1, 5, 2, 4, 98, 533]"
kampanye pilpres nyinyir program makan siang gratis,Positif,"[98, 406, 1251, 4, 1, 3, 2]"
serius program makan siang gratis pulau jawa kah anana papua 10rb perak ya ya program tipu2 mah,Positif,"[346, 4, 1, 3, 2, 1979, 658, 144, 8276, 314, 244, 2302, 6, 6, 4, 8277, 94]"
program makan siang gratis pajak gratis akrobat kasih puter salto kayang tengkurap rayap tiarap,Positif,"[4, 1, 3, 2, 34, 2, 7762, 17, 3187, 0, 0, 0, 0, 0]"
at least 0103 program makan siang gratis tri gendut koalisi partai gila2an visi misi sih anjir,Positif,"[193, 2300, 3383, 4, 1, 3, 2, 465, 311, 2139, 626, 4232, 633, 645, 10, 262]"
02 program makan siang gratis bikin ribet apbn malakin rakyat brutal kayak,Negatif,"[185, 4, 1, 3, 2, 23, 952, 121, 1676, 12, 3110, 15]"
kalang 100 orang kayak kita2 protes kalang jetset pajak 12 lari program ikn makan siang gratis sih ogah ya,Negatif,"[826, 408, 11, 15, 3242, 253, 826, 9751, 34, 85, 1267, 4, 131, 1, 3, 2, 10, 974, 6]"
program makan siang gratis renta ya rakyat biar program,Positif,"[4, 1, 3, 2, 4117, 6, 12, 41, 4]"
ya jalan mbak program batas suka prioritas situ program makan siang gratis beban pemda omong i have write the report as is,Negatif,"[6, 40, 9, 4, 635, 102, 272, 489, 4, 1, 3, 2, 174, 757, 134, 335, 1773, 5792, 212, 3813, 787, 619]"
program makan siang gratis cekik rakyat,Positif,"[4, 1, 3, 2, 1539, 12]"
menko bidang pangan anggar program makan siang gizi gratis batas anggar optimal program jangkau ajar indonesia makanbergizi makangratis menkopangan ajar metrotv,Positif,"[12647, 1424, 194, 19, 4, 1, 3, 5, 2, 635, 19, 752, 4, 611, 73, 14, 7404, 4845, 0, 73, 0]"
jumat berkah goes school polres blitar makan gratis siswa siswi mi jamiyatut tholibin darungan giat rangja dukung program perintah makan siang gratis jumatberkah,Positif,"[203, 263, 3419, 937, 820, 2287, 1, 2, 36, 1219, 1689, 4591, 4592, 4593, 277, 9663, 24, 4, 13, 1, 3, 2, 3420]"
kabinet kayak kampung anggota program makan siang gratis hambur uang ladang korupsi lu 58,Negatif,"[173, 15, 1078, 163, 4, 1, 3, 2, 1621, 26, 850, 62, 331, 324]"
program makan siang gratis hasil menu,Positif,"[4, 1, 3, 2, 60, 25]"
bikin duit kontol program makan siang gratis kabinet gemuk,Negatif,"[23, 37, 808, 4, 1, 3, 2, 173, 1089]"
program makan siang gratis presiden prabowo subianto kamis 19122024 uji coba sekolah tingkat taman kanakkanak sekolah dasar negeri posyandu kota pekanbaru,Positif,"[4, 1, 3, 2, 32, 21, 522, 1504, 9885, 196, 48, 8, 123, 9886, 9887, 8, 169, 111, 1964, 179, 1243]"
program makan siang gratis upaya perintah kualitas gizi anak indonesia,Positif,"[4, 1, 3, 2, 750, 13, 106, 5, 7, 14]"
prof aji ratna kusuma nilai program mbak ukur konsep makan siang gratis kandung gizi terima program multitafsir no viral no justice feni gjls ppn 12 winamp bpjstk,Positif,"[708, 1694, 5043, 13045, 249, 4, 9, 1275, 434, 1, 3, 2, 597, 5, 53, 4, 13046, 474, 515, 474, 4204, 13047, 13048, 90, 85, 13049, 13050]"
makan siang gratis program tingkat kualitas didik pilih buang2 duit makan siang kadar gizi,Positif,"[1, 3, 2, 4, 123, 106, 38, 46, 736, 37, 1, 3, 1250, 5]"
eh guru kemarin diprank sih gemoy nebeng atur jaman surabaya lihat itikad ngubah nasib profesi libat langsung program makan siang gratis tau layar beuh,Positif,"[126, 125, 120, 11990, 10, 855, 5282, 456, 372, 1004, 33, 0, 0, 703, 4684, 400, 110, 4, 1, 3, 2, 51, 4563, 0]"
btw 01 03 menang program goblol nama makan siang gratis 10rebu wakil presiden tukang susu,Netral,"[636, 1167, 1890, 403, 4, 0, 75, 1, 3, 2, 4072, 386, 32, 908, 63]"
noh makan siang gratis program ngoyo buang2 duit staf khusus apalaha tambah menteri2 riil buang2 anggar,Positif,"[592, 1, 3, 2, 4, 11349, 736, 37, 1210, 377, 11350, 401, 5110, 5141, 736, 19]"
negara percaya kayak tuh protes kesel pajak makan siang gratis program jelek kasih makan koruptor,Negatif,"[22, 348, 15, 29, 253, 1371, 34, 1, 3, 2, 4, 309, 17, 1, 215]"
menu program makan siang gratis olah turun susu salur dagang dukung program sosial kaya pkh combo dll,Positif,"[25, 4, 1, 3, 2, 875, 227, 63, 542, 800, 24, 4, 425, 1161, 3019, 11008, 154]"
point 1 lihat hutang program makan siang gratis lihat investasi point 2 kenal buzzer kubu 03 01 kampret cebong deny siregar rizieq point 3 lebay culik,Netral,"[964, 55, 33, 149, 4, 1, 3, 2, 33, 391, 964, 84, 834, 195, 1368, 1890, 1167, 1437, 1728, 4498, 5276, 10747, 964, 107, 2533, 2278]"
alih isu ketidakberdayaan hadap pik2 bingung program makan siang gizi gratis ppn 12,Netral,"[128, 238, 13054, 975, 2655, 261, 4, 1, 3, 5, 2, 90, 85]"
gue program unggul presiden pilih mu makan siang gratis apaannn,Positif,"[16, 4, 310, 32, 46, 600, 1, 3, 2, 12786]"
kak keluar riset kak pajak uang negara bengkak akibat program makan siang gratis butuh dana bangun ikn ujung bangun gagal,Negatif,"[176, 1576, 913, 176, 34, 26, 22, 1112, 595, 4, 1, 3, 2, 45, 18, 108, 131, 389, 108, 264]"
program makan siang gratis,Positif,"[4, 1, 3, 2]"
program makan siang gratis jalan oke gas oke gas,Positif,"[4, 1, 3, 2, 40, 219, 267, 219, 267]"
alah bilang kena brainwash cherry picking alias baca paham visi misi power korban middle class program makan siang gratis naikin ppn 12 mah gua,Negatif,"[3180, 42, 274, 0, 0, 0, 467, 255, 241, 633, 645, 2206, 427, 2423, 1810, 4, 1, 3, 2, 468, 90, 85, 94, 77]"
rangka wujud indonesia emas 2045 armada ri 2024 tni al gelar program makan siang gizi gratis total 700 siswasiswi ajar laksana tni al wilayah sabtu 1412 makan gizi gratis,Positif,"[903, 218, 14, 240, 687, 11057, 443, 448, 464, 1085, 746, 4, 1, 3, 5, 2, 938, 11058, 1032, 73, 109, 464, 1085, 392, 1409, 11059, 1, 5, 2]"
lihat nyata 02 menang at least program makan siang gratis omkegass,Positif,"[33, 138, 185, 403, 193, 2300, 4, 1, 3, 2, 8668]"
omong gin bikin kabinet gemuk paksa program makan siang gratis,Negatif,"[134, 81, 23, 173, 1089, 112, 4, 1, 3, 2]"
proyek ikn manfaat rakyat proyek buang anggar apbn ratus triliun program makan siang gratis peras anggara 10rbanak,Positif,"[177, 131, 105, 12, 177, 394, 19, 121, 486, 161, 4, 1, 3, 2, 1301, 12784, 12785]"
trilyun sih kejar 1 70t batalin makan siang gratis bikin program tahap anggar 1 t damage ya kemana2,Positif,"[1375, 10, 1008, 55, 4274, 704, 1, 3, 2, 23, 4, 1086, 19, 55, 306, 7031, 6, 1877]"
presiden program makan siang gratis 7000orang rakyat giveaway beras jepang rendah gula kualitas bagus diet,Positif,"[32, 4, 1, 3, 2, 6636, 12, 1905, 659, 268, 487, 848, 106, 82, 2186]"
program program makan siang gratis prabowogibran anak indonesia bebas stunting,Negatif,"[4, 4, 1, 3, 2, 813, 7, 14, 741, 118]"
bangga dipamerin distory ya kemarin prabowo nangisnangis naikin gaji guru program makan siang gratis jalan,Positif,"[511, 4166, 0, 6, 120, 21, 0, 468, 72, 125, 4, 1, 3, 2, 40]"
nekenin pajak ya root causenya situ pajak program diwujudin perintah 02 mbak ikn makan siang gratis,Netral,"[5526, 34, 6, 5527, 5528, 489, 34, 4, 5529, 13, 185, 9, 131, 1, 3, 2]"
ora sido majutp mundur irit biaya program makan siang gratis bikin anggar laku sdr jor2an politik uangyg jujur dedikasi ajak politik sehat diledekin singkir olok2an modal,Negatif,"[2082, 5910, 5911, 1637, 3858, 57, 4, 1, 3, 2, 23, 19, 292, 2965, 3859, 333, 5912, 191, 3860, 627, 333, 35, 3861, 5913, 5914, 670]"
mikir jauh2 deh bahas program makan siang gratis aneh program kampanye pikir,Positif,"[210, 3584, 114, 226, 4, 1, 3, 2, 153, 4, 98, 68]"
program kerja 01 makan siang gratis ikn prioritas bangun kota2 daerah bangun transportasi masal nurunin biaya distribusi tingkat standar didik dll masuk akal duh sebel,Netral,"[4, 39, 1167, 1, 3, 2, 131, 272, 108, 4401, 91, 108, 1379, 3422, 2205, 57, 493, 123, 766, 38, 154, 79, 237, 1276, 2945]"
makan siang gratis program,Positif,"[1, 3, 2, 4]"
program tawar 0103 revenue relatif didik bagus rakyat pintar internet gratis rakyat akses informasi cepat makan siang gratis revenue modal 50 bagus realistis,Positif,"[4, 859, 3383, 5005, 9560, 38, 82, 12, 164, 1363, 2, 12, 1042, 1181, 316, 1, 3, 2, 5005, 670, 737, 82, 518]"
school lunch event tuh timsesnya 58 kah ba program makan siang gratis v,Positif,"[937, 719, 1651, 29, 3488, 324, 144, 4811, 4, 1, 3, 2, 1342]"
program makan siang gratis konsep wkwk,Positif,"[4, 1, 3, 2, 434, 171]"
program makan siang gratis,Positif,"[4, 1, 3, 2]"
program struktur asbun coba makan siang gratis kena revisi kali gara program asbun,Netral,"[4, 1274, 552, 48, 1, 3, 2, 274, 1904, 86, 482, 4, 552]"
program makan siang gratis abang jake suka traktir,Positif,"[4, 1, 3, 2, 172, 3770, 102, 1241]"
02 pilih minimal program makan siang gratis paksa anggar ngutang dikitdikit pakai buzzer takut dibungkamdiculik suara,Negatif,"[185, 46, 364, 4, 1, 3, 2, 112, 19, 453, 9710, 28, 195, 343, 9711, 688]"
terimakasih gaeul korea isin program makan siang gizi gratis perintah hambat program sempit budgetingnya mas pandu tolong,Positif,"[553, 6991, 647, 6992, 4, 1, 3, 5, 2, 13, 1405, 4, 1681, 6993, 293, 4255, 245]"
woi bahas resmi sih makan siang gratis program pas dah gibran program tuhan tolol ya allah,Positif,"[928, 226, 864, 10, 1, 3, 2, 4, 83, 880, 178, 4, 762, 155, 6, 256]"
program makan siang gizi zulhas upaya makan siang gizi gratis ajar anggar rp 10 ribuporsi anakanak suka sayur tanggap wali murid simak thread,Positif,"[4, 1, 3, 5, 2160, 750, 1, 3, 5, 2, 73, 19, 288, 145, 13093, 52, 102, 252, 1262, 1388, 186, 2782, 1432]"
efisiensi omonomon ala prabowo hambur anggar program makan siang gratis tuntas struktural jabat kabinet ya jumbo bengkak banding milu negara sistem parlementer omonomon,Negatif,"[759, 894, 512, 21, 1621, 19, 4, 1, 3, 2, 1786, 1343, 61, 173, 6, 2301, 1112, 103, 664, 22, 281, 8246, 894]"
program makan siang gratis hapus gendut ganti program makan siang pajak ajar karyawan gaji umr pilih menu kena pajak rp10000 opsional makan program,Negatif,"[4, 1, 3, 2, 282, 311, 115, 4, 1, 3, 34, 73, 1158, 72, 1221, 46, 25, 274, 34, 2581, 11206, 1, 4]"
jumat berkah goes school polres blitar makan gratis siswa mi jamiyatut tholibin darungan rangka dukung program perintah makan siang gratis jumatberkah polripresisi polresblitarkabupaten,Positif,"[203, 263, 3419, 937, 820, 2287, 1, 2, 36, 1689, 4591, 4592, 4593, 903, 24, 4, 13, 1, 3, 2, 3420, 2202, 8006]"
heeeekok ambil anggar apbd makan siang gizi gratis rp 10 ribu program kampanye prabowo gibran mksbg rp 10 ribu gratis broo ambil apbd,Positif,"[5996, 133, 19, 742, 1, 3, 5, 2, 288, 145, 132, 4, 98, 21, 178, 5997, 288, 145, 132, 2, 2987, 133, 742]"
pajak dinaikin biayain makan siang gratis dasar tuh program ngotak kayak duit darimana lo provide makan gratis jmlh anak sebnyk oke korupsi but here korupsi tuh kayak budaya proyek korupsi,Negatif,"[34, 1641, 965, 1, 3, 2, 169, 29, 4, 2413, 15, 37, 681, 117, 5239, 1, 2, 10575, 7, 10576, 219, 62, 1264, 4382, 62, 29, 15, 799, 177, 62]"
sahabatpembangunan jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten wajo unjung sdn maddukkelleng sabtu 14 desember 2024 berita lengkap,Positif,"[4677, 61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 2232, 1099, 361, 2653, 1409, 1177, 976, 448, 204, 380]"
polres blitar kota makan siang gratis kali gilir sdn 1 gembong camat ponggok kabupaten blitar makan siang gratis polres blitar kota rangka dukung program perintah pusat,Positif,"[820, 2287, 179, 1, 3, 2, 86, 683, 361, 55, 4999, 591, 9536, 328, 2287, 1, 3, 2, 820, 2287, 179, 903, 24, 4, 13, 488]"
sambut realisasi program nasional makan gizi gratis perintah presiden ri prabowo subianto dinas didik pemuda olahraga disdikpora kabupaten badung uji coba makan siang,Positif,"[1933, 428, 4, 217, 1, 5, 2, 13, 32, 443, 21, 522, 630, 38, 2591, 2344, 3935, 328, 3936, 196, 48, 1, 3]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten wajo unjung sdn maddukkelleng sengkang sabtu 14 desember 2024 pj bupati wajo andi bataralifu,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 2232, 1099, 361, 2653, 3252, 1409, 1177, 976, 448, 695, 1474, 2232, 4849, 8836]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten wajo unjung sdn maddukkelleng sengkang sabtu 14 desember 2024 zudanariffakrulloh profzudan makansianggratis luwu rsudlabuangbaji,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 2232, 1099, 361, 2653, 3252, 1409, 1177, 976, 448, 4313, 4314, 693, 1357, 7161]"
polres lubuk linggau gelar program makan siang sehat periksa sehat gratis sekolah dasar polri polripresisi polisiindonesia listyosigitprabowo poldasumsel poldasumateraselatan bobbykusumawardhana polisilinggau lubuklinggau viral makansehatbergizi,Positif,"[820, 11034, 0, 746, 4, 1, 3, 35, 1362, 35, 2, 8, 169, 811, 2202, 2000, 0, 4977, 9440, 0, 0, 0, 515, 6595]"
polres lubuk linggau gelar program makan siang sehat periksa sehat gratis sekolah dasar polri polripresisi polisiindonesia listyosigitprabowo poldasumsel bobbykusumawardhana polisilinggau lubuklinggau fyp viral makansehatbergizi,Positif,"[820, 11034, 0, 746, 4, 1, 3, 35, 1362, 35, 2, 8, 169, 811, 2202, 2000, 0, 4977, 0, 0, 0, 1938, 515, 6595]"
polres lubuk linggau gelar program makan siang sehat periksa sehat gratis sekolah dasar polri polripresisi polisiindonesia listyosigitprabowo poldasumsel poldasumateraselatan bobbykusumawardhana polisilinggau polreslubuklinggau makansehatbergizi,Positif,"[820, 11034, 0, 746, 4, 1, 3, 35, 1362, 35, 2, 8, 169, 811, 2202, 2000, 0, 4977, 9440, 0, 0, 0, 6595]"
program makan siang gratis berkah orang mbgsorong,Positif,"[4, 1, 3, 2, 263, 11, 2750]"
dukung program makan siang gratis katering fufufafa ya nama salah email chilliparicom no ya 08975028233 bind fufufafa akun kaskus ya dayum sambung fufufafa ya sorry oot,Positif,"[24, 4, 1, 3, 2, 696, 570, 6, 75, 54, 5408, 12615, 474, 6, 12616, 12617, 570, 686, 4882, 6, 12618, 1163, 570, 6, 1344, 5483]"
dukung penuh program makan siang gratis mbgsorong,Positif,"[24, 97, 4, 1, 3, 2, 2750]"
program makan siang gratis bawa ubah nyata mbgsorong,Positif,"[4, 1, 3, 2, 130, 435, 138, 2750]"
bantu program makan siang gratis mbgsorong,Positif,"[47, 4, 1, 3, 2, 2750]"
program makan siang gratis tanda masyarakat miskin sejahtera tepuk tangan perintah hasil lihat darimana,Positif,"[4, 1, 3, 2, 1211, 58, 66, 304, 2525, 471, 13, 60, 33, 681]"
lu telan bulat bulat omong prabowo fakta lantik prabowo bohong publik kampanye prabowo program makan siang gratis kepala budget 15 ribu eh ceban,Negatif,"[331, 0, 7520, 7520, 134, 21, 446, 1697, 21, 460, 535, 98, 21, 4, 1, 3, 2, 334, 170, 877, 132, 126, 2918]"
program makan siang gratis who,Positif,"[4, 1, 3, 2, 1598]"
sahabatpembangunan jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten luwu unjung negeri 3 ponrang jumat 13 desember 2024 berita lengkap,Positif,"[4677, 61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 1357, 1099, 111, 107, 2068, 203, 874, 976, 448, 204, 380]"
data 2018 pakai bela program makan siang gratis anak cucu ethes lembah manah sepupu ya makan siang gratis 10rban tenan koe,Netral,"[508, 3034, 28, 290, 4, 1, 3, 2, 7, 1668, 2123, 3974, 3975, 1869, 6, 1, 3, 2, 1366, 1378, 2509]"
mohon baris rawan nusantara raya brnr program makan siang gratis bpak desa camat rekrut verifikator program makan siang gratis iming2 gaji umrsbgian gaji,Positif,"[733, 2352, 634, 3479, 879, 12536, 4, 1, 3, 2, 12537, 399, 591, 1361, 12538, 4, 1, 3, 2, 2954, 72, 12539, 72]"
inti ikn program ceplos alias makan siang gratis,Positif,"[596, 131, 4, 3824, 467, 1, 3, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
sebenere program makan siang gratis fokus rantai pasok pangan lokal biar harga jangkau kalang maksa mending kasih telur rebus tempe goreng nasi sayur sambal,Positif,"[0, 4, 1, 3, 2, 140, 1998, 2153, 194, 352, 41, 49, 611, 826, 444, 43, 17, 554, 1587, 640, 625, 30, 252, 3003]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
