tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
Ketika Jakarta lagi dalam darurat banjir pohon2 malah di tebangi .Masyakat bingung KESERIUSAN <username> dlm menangani banjir . <hashtag> <hashtag>,Ketika Jakarta lagi dalam darurat banjir pohon2 malah di tebangi Masyakat bingung KESERIUSAN username dlm menangani banjir hashtag hashtag,jakarta darurat banjir pohon2 tebang masyakat bingung serius username dlm tangan banjir hashtag hashtag,jakarta darurat banjir pohon2 tebang masyakat bingung serius username dalam tangan banjir hashtag hashtag,0,"['jakarta', 'darurat', 'banjir', 'pohon2', 'tebang', 'masyakat', 'bingung', 'serius', 'username', 'dalam', 'tangan', 'banjir', 'hashtag', 'hashtag']","['jakarta', 'darurat', 'banjir', 'pohon2', 'tebang', 'masyakat', 'bingung', 'serius', 'username', 'tangan', 'banjir', 'hashtag', 'hashtag']",jakarta darurat banjir pohon2 tebang masyakat bingung serius username tangan banjir hashtag hashtag
Information Center: Memberikan informasi real terkait produk dan program <hashtag> : memberikan informasi berupa Hoax agar Hoax nya makin kuat tidak tertandingi . Sadeeessshhhh,Information Center Memberikan informasi real terkait produk dan program hashtag memberikan informasi berupa Hoax agar Hoax nya makin kuat tidak tertandingi Sadeeessshhhh,information center informasi real kait produk program hashtag informasi hoax hoax nya kuat tanding sadeeessshhhh,information center informasi real kait produk program hashtag informasi hoax hoax ya kuat tanding sadeeessshhhh,1,"['information', 'center', 'informasi', 'real', 'kait', 'produk', 'program', 'hashtag', 'informasi', 'hoax', 'hoax', 'ya', 'kuat', 'tanding', 'sadeeessshhhh']","['information', 'center', 'informasi', 'real', 'kait', 'produk', 'program', 'hashtag', 'informasi', 'hoax', 'hoax', 'ya', 'kuat', 'tanding', 'sadeeessshhhh']",information center informasi real kait produk program hashtag informasi hoax hoax ya kuat tanding sadeeessshhhh
Di IPB SPP mahasiswa bervariasi antara 15 .000 .000 per semester hingga 500 .000 . Tergantung penghasilan bulanan orang tua mereka . Bahkan ada pula yg gratis ..cmiiw .. <username> <username>,Di IPB SPP mahasiswa bervariasi antara 15 000 000 per semester hingga 500 000 Tergantung penghasilan bulanan orang tua mereka Bahkan ada pula yg gratis cmiiw username username,ipb spp mahasiswa variasi 15 000 000 semester 500 000 gantung hasil bulan orang tua yg gratis cmiiw username username,ipb spp mahasiswa variasi 15 000 000 semester 500 000 gantung hasil bulan orang tua yang gratis cmiiw username username,0,"['ipb', 'spp', 'mahasiswa', 'variasi', '15', '000', '000', 'semester', '500', '000', 'gantung', 'hasil', 'bulan', 'orang', 'tua', 'yang', 'gratis', 'cmiiw', 'username', 'username']","['ipb', 'spp', 'mahasiswa', 'variasi', '15', '000', '000', 'semester', '500', '000', 'gantung', 'hasil', 'orang', 'tua', 'gratis', 'cmiiw', 'username', 'username']",ipb spp mahasiswa variasi 15 000 000 semester 500 000 gantung hasil orang tua gratis cmiiw username username
Presiden jajan cilok jadi jadi prestasi? <hashtag>,Presiden jajan cilok jadi jadi prestasi hashtag,presiden jajan cilok prestasi hashtag,presiden jajan cilok prestasi hashtag,0,"['presiden', 'jajan', 'cilok', 'prestasi', 'hashtag']","['presiden', 'jajan', 'cilok', 'prestasi', 'hashtag']",presiden jajan cilok prestasi hashtag
Anies jauh lebih hebat dari bu Susi bu Susi cuma bisa menenggelamkan kapal kalo Anies bisa menenggelamkan Jakarta owkwowkaakwowk HEBAT <hashtag>,Anies jauh lebih hebat dari bu Susi bu Susi cuma bisa menenggelamkan kapal kalo Anies bisa menenggelamkan Jakarta owkwowkaakwowk HEBAT hashtag,anies hebat bu sus bu sus tenggelam kapal kalo anies tenggelam jakarta owkwowkaakwowk hebat hashtag,anies hebat bu sus bu sus tenggelam kapal kalau anies tenggelam jakarta owkwowkaakwowk hebat hashtag,0,"['anies', 'hebat', 'bu', 'sus', 'bu', 'sus', 'tenggelam', 'kapal', 'kalau', 'anies', 'tenggelam', 'jakarta', 'owkwowkaakwowk', 'hebat', 'hashtag']","['anies', 'hebat', 'bu', 'sus', 'bu', 'sus', 'tenggelam', 'kapal', 'anies', 'tenggelam', 'jakarta', 'owkwowkaakwowk', 'hebat', 'hashtag']",anies hebat bu sus bu sus tenggelam kapal anies tenggelam jakarta owkwowkaakwowk hebat hashtag
<username> Intinya pak bgmn nelayan bisa sejahtera dan kalau bisa kita tingkatkan eksport ikan ke luar negeri,username Intinya pak bgmn nelayan bisa sejahtera dan kalau bisa kita tingkatkan eksport ikan ke luar negeri,username inti bgmn nelayan sejahtera tingkat eksport ikan negeri,username inti bagaimana nelayan sejahtera tingkat eksport ikan negeri,0,"['username', 'inti', 'bagaimana', 'nelayan', 'sejahtera', 'tingkat', 'eksport', 'ikan', 'negeri']","['username', 'inti', 'nelayan', 'sejahtera', 'tingkat', 'eksport', 'ikan', 'negeri']",username inti nelayan sejahtera tingkat eksport ikan negeri
<hashtag> syarat jadi anggota PDI PERJUANGAN apa ya? Kantor cabang PDI PERJUANGAN KABUPATEN ROKAN HILIR RIAU di mana ya? Saya mau daftar jd anggota PDI PERJUANGAN,hashtag syarat jadi anggota PDI PERJUANGAN apa ya Kantor cabang PDI PERJUANGAN KABUPATEN ROKAN HILIR RIAU di mana ya Saya mau daftar jd anggota PDI PERJUANGAN,hashtag syarat anggota pdi juang ya kantor cabang pdi juang kabupaten rok hilir riau ya daftar jd anggota pdi juang,hashtag syarat anggota pdi juang ya kantor cabang pdi juang kabupaten rok hilir riau ya daftar jadi anggota pdi juang,0,"['hashtag', 'syarat', 'anggota', 'pdi', 'juang', 'ya', 'kantor', 'cabang', 'pdi', 'juang', 'kabupaten', 'rok', 'hilir', 'riau', 'ya', 'daftar', 'jadi', 'anggota', 'pdi', 'juang']","['hashtag', 'syarat', 'anggota', 'pdi', 'juang', 'ya', 'kantor', 'cabang', 'pdi', 'juang', 'kabupaten', 'rok', 'hilir', 'riau', 'ya', 'daftar', 'anggota', 'pdi', 'juang']",hashtag syarat anggota pdi juang ya kantor cabang pdi juang kabupaten rok hilir riau ya daftar anggota pdi juang
Nanti kalo mau masuk tol ditanya dulu : kamu pilih 01/02?,Nanti kalo mau masuk tol ditanya dulu kamu pilih 0102,kalo masuk tol pilih 0102,kalau masuk tol pilih 0102,0,"['kalau', 'masuk', 'tol', 'pilih', '0102']","['masuk', 'tol', 'pilih', '0102']",masuk tol pilih 0102
Dia bilang jangan pilih pemimpin yang tidak memiliki pengalaman .. tapi dia amatiran :D :D :D :D <hashtag>,Dia bilang jangan pilih pemimpin yang tidak memiliki pengalaman tapi dia amatiran D D D D hashtag,bilang pilih pimpin milik alam amatir d d d d hashtag,bilang pilih pimpin milik alam amatir di di di di hashtag,1,"['bilang', 'pilih', 'pimpin', 'milik', 'alam', 'amatir', 'di', 'di', 'di', 'di', 'hashtag']","['bilang', 'pilih', 'pimpin', 'milik', 'alam', 'amatir', 'hashtag']",bilang pilih pimpin milik alam amatir hashtag
Rasa muntah ... Gnpf ulama bela pemprov dki soal penghargaan diskotek <link>,Rasa muntah Gnpf ulama bela pemprov dki soal penghargaan diskotek link,muntah gnpf ulama bela pemprov dki harga diskotek link,muntah gnpf ulama bela pemprov dki harga diskotek link,0,"['muntah', 'gnpf', 'ulama', 'bela', 'pemprov', 'dki', 'harga', 'diskotek', 'link']","['muntah', 'gnpf', 'ulama', 'bela', 'pemprov', 'dki', 'harga', 'diskotek', 'link']",muntah gnpf ulama bela pemprov dki harga diskotek link
Ketika ada bungkus rokok tergeletak diambil dan otomatis langsung di goyang-goyang dulu baru dibuang nah disitulah masih banyak orang mencari keberuntungan . Mbokmenowo bejo isih ono udude sek penting yakin karo digajal generasioptimis :D,Ketika ada bungkus rokok tergeletak diambil dan otomatis langsung di goyanggoyang dulu baru dibuang nah disitulah masih banyak orang mencari keberuntungan Mbokmenowo bejo isih ono udude sek penting yakin karo digajal generasioptimis D,bungkus rokok geletak ambil otomatis langsung goyanggoyang buang situ orang cari untung mbokmenowo bejo isih ono udude sek karo digajal generasioptimis d,bungkus rokok geletak ambil otomatis langsung goyanggoyang buang situ orang cari untung mbokmenowo bejo isih sono udude sek karo digajal generasioptimis di,0,"['bungkus', 'rokok', 'geletak', 'ambil', 'otomatis', 'langsung', 'goyanggoyang', 'buang', 'situ', 'orang', 'cari', 'untung', 'mbokmenowo', 'bejo', 'isih', 'sono', 'udude', 'sek', 'karo', 'digajal', 'generasioptimis', 'di']","['bungkus', 'rokok', 'geletak', 'ambil', 'otomatis', 'langsung', 'goyanggoyang', 'buang', 'situ', 'orang', 'cari', 'untung', 'mbokmenowo', 'bejo', 'isih', 'sono', 'udude', 'sek', 'karo', 'digajal', 'generasioptimis']",bungkus rokok geletak ambil otomatis langsung goyanggoyang buang situ orang cari untung mbokmenowo bejo isih sono udude sek karo digajal generasioptimis
<username> Rakyat Papua rindu dengan pemimpinnya . <hashtag> <link>,username Rakyat Papua rindu dengan pemimpinnya hashtag link,username rakyat papua rindu pimpin hashtag link,username rakyat papua rindu pimpin hashtag link,0,"['username', 'rakyat', 'papua', 'rindu', 'pimpin', 'hashtag', 'link']","['username', 'rakyat', 'papua', 'rindu', 'pimpin', 'hashtag', 'link']",username rakyat papua rindu pimpin hashtag link
Jum'atan biar diaku sebagai umat nabi Muhammad bukan biar diaku sebagai anggota/ pendukung partai . Situ sehat ???,Jumatan biar diaku sebagai umat nabi Muhammad bukan biar diaku sebagai anggota pendukung partai Situ sehat,jumat biar dia umat nabi muhammad biar dia anggota dukung partai situ sehat,jumat biar dia umat nabi muhammad biar dia anggota dukung partai situ sehat,1,"['jumat', 'biar', 'dia', 'umat', 'nabi', 'muhammad', 'biar', 'dia', 'anggota', 'dukung', 'partai', 'situ', 'sehat']","['jumat', 'biar', 'umat', 'nabi', 'muhammad', 'biar', 'anggota', 'dukung', 'partai', 'situ', 'sehat']",jumat biar umat nabi muhammad biar anggota dukung partai situ sehat
Ya sudah lah udah mirip <hashtag> kan <hashtag> <hashtag> <hashtag> <hashtag> <link>,Ya sudah lah udah mirip hashtag kan hashtag hashtag hashtag hashtag link,ya udah hashtag hashtag hashtag hashtag hashtag link,ya sudah hashtag hashtag hashtag hashtag hashtag link,0,"['ya', 'sudah', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']","['ya', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']",ya hashtag hashtag hashtag hashtag hashtag link
Dasar JANCUK gampang banget obral janji Emang msh ada yg mau kau tipu ? Klo cebong gue maklumin,Dasar JANCUK gampang banget obral janji Emang msh ada yg mau kau tipu Klo cebong gue maklumin,dasar jancuk gampang banget obral janji emang msh yg kau tipu klo cebong gue maklumin,dasar jancuk gampang banget obral janji memang masih yang kau tipu kalau cebong gue maklumin,0,"['dasar', 'jancuk', 'gampang', 'banget', 'obral', 'janji', 'memang', 'masih', 'yang', 'kau', 'tipu', 'kalau', 'cebong', 'gue', 'maklumin']","['dasar', 'jancuk', 'gampang', 'banget', 'obral', 'janji', 'kau', 'tipu', 'cebong', 'gue', 'maklumin']",dasar jancuk gampang banget obral janji kau tipu cebong gue maklumin
KAMU KEREN JOOO ! KONSISTEN TERUS ðŸ¥°â¤ï¸,KAMU KEREN JOOO KONSISTEN TERUS ðŸâï,keren jooo konsisten ,keren jooo konsisten,0,"['keren', 'jooo', 'konsisten']","['keren', 'jooo', 'konsisten']",keren jooo konsisten
RINSO RINI SONTOLOYO <link>,RINSO RINI SONTOLOYO link,rinso rini sontoloyo link,rinso rini sontoloyo link,0,"['rinso', 'rini', 'sontoloyo', 'link']","['rinso', 'rini', 'sontoloyo', 'link']",rinso rini sontoloyo link
Terimakasih bapak wowo sudah mau berterus terang bahwa anda berkiblat ke barat . jadi tidak perlu lagi di perdebatkan bahwa anda tidak pantas menjadi pemimpin negeri ini,Terimakasih bapak wowo sudah mau berterus terang bahwa anda berkiblat ke barat jadi tidak perlu lagi di perdebatkan bahwa anda tidak pantas menjadi pemimpin negeri ini,terimakasih wowo terus terang kiblat barat debat pimpin negeri,terimakasih wowo terus terang kiblat barat debat pimpin negeri,1,"['terimakasih', 'wowo', 'terus', 'terang', 'kiblat', 'barat', 'debat', 'pimpin', 'negeri']","['terimakasih', 'wowo', 'terang', 'kiblat', 'barat', 'debat', 'pimpin', 'negeri']",terimakasih wowo terang kiblat barat debat pimpin negeri
<username> Bagusss Ã°Å¸ËœÂ­ apaka mereka akan ada di s2 Fyi pertama kalo aku baca nama Ã¢â‚¬Å“ZOOLÃ¢â‚¬Â kupikir Ã¢â‚¬Å“tololÃ¢â‚¬Â Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ maapkan huhu Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»,username Bagusss ÃÅËœÂ apaka mereka akan ada di s2 Fyi pertama kalo aku baca nama ÃâÅZOOLÃâÂ kupikir ÃâÅtololÃâÂ ÃÅËœÂÃÅËœÂ maapkan huhu ÃÅâÂÃÅÂÂ,username bagusss  apaka s2 fyi kalo baca nama zool pikir tolol  maapkan huhu ,username bagus apaka s2 fyi kalau baca nama zool pikir tolol maapkan huhu,0,"['username', 'bagus', 'apaka', 's2', 'fyi', 'kalau', 'baca', 'nama', 'zool', 'pikir', 'tolol', 'maapkan', 'huhu']","['username', 'bagus', 'apaka', 's2', 'fyi', 'baca', 'nama', 'zool', 'pikir', 'tolol', 'maapkan', 'huhu']",username bagus apaka s2 fyi baca nama zool pikir tolol maapkan huhu
kasian perempuan kalo terus2an kalian jadikan alat utk berkampanye hitam dari pintu ke pintu woy <hashtag>,kasian perempuan kalo terus2an kalian jadikan alat utk berkampanye hitam dari pintu ke pintu woy hashtag,kasi perempuan kalo terus2an jadi alat utk kampanye hitam pintu pintu woy hashtag,kasih perempuan kalau jadi alat untuk kampanye hitam pintu pintu woy hashtag,0,"['kasih', 'perempuan', 'kalau', 'jadi', 'alat', 'untuk', 'kampanye', 'hitam', 'pintu', 'pintu', 'woy', 'hashtag']","['kasih', 'perempuan', 'alat', 'kampanye', 'hitam', 'pintu', 'pintu', 'woy', 'hashtag']",kasih perempuan alat kampanye hitam pintu pintu woy hashtag
Banyaknya PR yang Menanti Nadiem Makarim di Kemdikbud Apakah Ia Sanggup? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,Banyaknya PR yang Menanti Nadiem Makarim di Kemdikbud Apakah Ia Sanggup hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag link,banyak pr nadiem makarim kemdikbud sanggup hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag link,banyak pr nadiem makarim kemdikbud sanggup hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag link,0,"['banyak', 'pr', 'nadiem', 'makarim', 'kemdikbud', 'sanggup', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']","['pr', 'nadiem', 'makarim', 'kemdikbud', 'sanggup', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']",pr nadiem makarim kemdikbud sanggup hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag link
Terlalu <hashtag> buat ungkapin rasa ini :,Terlalu hashtag buat ungkapin rasa ini,hashtag ungkapin,hashtag ungkapkan,0,"['hashtag', 'ungkapkan']","['hashtag', 'ungkapkan']",hashtag ungkap
Tidak ada orang yang malas yang ada hanya orang yang kehilangan motivasi . <hashtag>,Tidak ada orang yang malas yang ada hanya orang yang kehilangan motivasi hashtag,orang malas orang hilang motivasi hashtag,orang malas orang hilang motivasi hashtag,0,"['orang', 'malas', 'orang', 'hilang', 'motivasi', 'hashtag']","['orang', 'malas', 'orang', 'hilang', 'motivasi', 'hashtag']",orang malas orang hilang motivasi hashtag
Beda pilihan calon presiden sampai tidak akur sama temen tetangga apalagi sama keluarga . Ada ada saja kelakuan negara berkembang ini.,Beda pilihan calon presiden sampai tidak akur sama temen tetangga apalagi sama keluarga Ada ada saja kelakuan negara berkembang ini,beda pilih calon presiden akur temen tetangga keluarga laku negara kembang,beda pilih calon presiden akur teman tetangga keluarga laku negara kembang,1,"['beda', 'pilih', 'calon', 'presiden', 'akur', 'teman', 'tetangga', 'keluarga', 'laku', 'negara', 'kembang']","['beda', 'pilih', 'calon', 'presiden', 'akur', 'teman', 'tetangga', 'keluarga', 'laku', 'negara', 'kembang']",beda pilih calon presiden akur teman tetangga keluarga laku negara kembang
<username> Gubernur ane mang warbiasa .... kosakata yang dipake langsung diturunken ke anak buah nya... abaikan yang laen tidak faham???????? <hashtag>,username Gubernur ane mang warbiasa kosakata yang dipake langsung diturunken ke anak buah nya abaikan yang laen tidak faham hashtag,username gubernur ane mang warbiasa kosakata dipake langsung diturunken anak buah nya abai laen faham hashtag,username gubernur ane memang warbiasa kosakata dipakai langsung diturunken anak buah ya abai lain faham hashtag,1,"['username', 'gubernur', 'ane', 'memang', 'warbiasa', 'kosakata', 'dipakai', 'langsung', 'diturunken', 'anak', 'buah', 'ya', 'abai', 'lain', 'faham', 'hashtag']","['username', 'gubernur', 'ane', 'warbiasa', 'kosakata', 'dipakai', 'langsung', 'diturunken', 'anak', 'buah', 'ya', 'abai', 'faham', 'hashtag']",username gubernur ane warbiasa kosakata pakai langsung diturunken anak buah ya abai faham hashtag
<username> <username> memang benar2 bangsat <hashtag> <hashtag> <hashtag> <hashtag>,username username memang benar2 bangsat hashtag hashtag hashtag hashtag,username username benar2 bangsat hashtag hashtag hashtag hashtag,username username bangsat hashtag hashtag hashtag hashtag,0,"['username', 'username', 'bangsat', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['username', 'username', 'bangsat', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",username username bangsat hashtag hashtag hashtag hashtag
Jualan asik pake politik laris manis ..,Jualan asik pake politik laris manis,jual asik pake politik laris manis,jual asik pakai politik laris manis,0,"['jual', 'asik', 'pakai', 'politik', 'laris', 'manis']","['jual', 'asik', 'pakai', 'politik', 'laris', 'manis']",jual asik pakai politik laris manis
Terkadang anak muda merasa sesak nafas dan pekat dada karena tuntutan orang tua . Tapi itulah proses pendewasaan .,Terkadang anak muda merasa sesak nafas dan pekat dada karena tuntutan orang tua Tapi itulah proses pendewasaan,terkadang anak muda sesak nafas pekat dada tuntut orang tua proses dewasa,terkadang anak muda sesak nafas pekat dada tuntut orang tua proses dewasa,0,"['terkadang', 'anak', 'muda', 'sesak', 'nafas', 'pekat', 'dada', 'tuntut', 'orang', 'tua', 'proses', 'dewasa']","['terkadang', 'anak', 'muda', 'sesak', 'nafas', 'pekat', 'dada', 'tuntut', 'orang', 'tua', 'proses', 'dewasa']",terkadang anak muda sesak nafas pekat dada tuntut orang tua proses dewasa
<username> goblok .,username goblok,username goblok,username goblok,0,"['username', 'goblok']","['username', 'goblok']",username goblok
<username> <username> Otak MALING YA TETAP AJA MALING ..MALING ANGGARAN APBD DKI ... PASTI SATU JARINGAN GA MUNGKIN SALAH INPUT KESALAHAN DARI BAWAHAN SAJA .... <hashtag>,username username Otak MALING YA TETAP AJA MALING MALING ANGGARAN APBD DKI PASTI SATU JARINGAN GA MUNGKIN SALAH INPUT KESALAHAN DARI BAWAHAN SAJA hashtag,username username otak maling ya aja maling maling anggar apbd dki jaring ga salah input salah bawah hashtag,username username otak maling ya saja maling maling anggar apbd dki jaring tidak salah input salah bawah hashtag,0,"['username', 'username', 'otak', 'maling', 'ya', 'saja', 'maling', 'maling', 'anggar', 'apbd', 'dki', 'jaring', 'tidak', 'salah', 'input', 'salah', 'bawah', 'hashtag']","['username', 'username', 'otak', 'maling', 'ya', 'maling', 'maling', 'anggar', 'apbd', 'dki', 'jaring', 'salah', 'input', 'salah', 'hashtag']",username username otak maling ya maling maling anggar apbd dki jaring salah input salah hashtag
Setelah PSI sekarang PDIP yang terang2an menolak perda syariah bukankah mereka yang paling kencang berteriak; KAMI PALING PANCASILA!!! <hashtag>,Setelah PSI sekarang PDIP yang terang2an menolak perda syariah bukankah mereka yang paling kencang berteriak KAMI PALING PANCASILA hashtag,psi pdip terang2an tolak perda syariah kencang teriak pancasila hashtag,psi pdip terang2an tolak perda syariah kencang teriak pancasila hashtag,1,"['psi', 'pdip', 'terang2an', 'tolak', 'perda', 'syariah', 'kencang', 'teriak', 'pancasila', 'hashtag']","['psi', 'pdip', 'terang2an', 'tolak', 'perda', 'syariah', 'kencang', 'teriak', 'pancasila', 'hashtag']",psi pdip terang2an tolak perda syariah kencang teriak pancasila hashtag
Kelebihan Aa adalah doa ?????? sehingga Wan Abut sebagai Gubernur tidak pernah lelah MERUSAK Jakarta . <hashtag>,Kelebihan Aa adalah doa sehingga Wan Abut sebagai Gubernur tidak pernah lelah MERUSAK Jakarta hashtag,lebih aa doa wan abut gubernur lelah rusak jakarta hashtag,lebih aa doa wan abut gubernur lelah rusak jakarta hashtag,1,"['lebih', 'aa', 'doa', 'wan', 'abut', 'gubernur', 'lelah', 'rusak', 'jakarta', 'hashtag']","['aa', 'doa', 'wan', 'abut', 'gubernur', 'lelah', 'rusak', 'jakarta', 'hashtag']",aa doa wan abut gubernur lelah rusak jakarta hashtag
Satgas Novel semoga berguna ya bukan gimik-gimik manja menjelang Pilpres .,Satgas Novel semoga berguna ya bukan gimikgimik manja menjelang Pilpres,satgas novel moga guna ya gimikgimik manja jelang pilpres,satgas novel moga guna ya gimikgimik manja jelang pilpres,0,"['satgas', 'novel', 'moga', 'guna', 'ya', 'gimikgimik', 'manja', 'jelang', 'pilpres']","['satgas', 'novel', 'moga', 'ya', 'gimikgimik', 'manja', 'jelang', 'pilpres']",satgas novel moga ya gimikgimik manja jelang pilpres
kmaren ada yang bilang antek asing skrng malah minta dukungan dengan orang asing dari negara cina weleh weleh kok ngomul mulu sihh ommm ndut .... mau jdi seorang pemimpin kok Bisanya hanya bikin Hoax ya ... aneh .,kmaren ada yang bilang antek asing skrng malah minta dukungan dengan orang asing dari negara cina weleh weleh kok ngomul mulu sihh ommm ndut mau jdi seorang pemimpin kok Bisanya hanya bikin Hoax ya aneh,kmaren bilang antek asing skrng dukung orang asing negara cina weh weh ngomul mulu sihh ommm ndut jdi pimpin bisa bikin hoax ya aneh,kemarin bilang antek asing sekarang dukung orang asing negara cina weh weh ngomul mulu sih ommm gendut jadi pimpin bisa bikin hoax ya aneh,1,"['kemarin', 'bilang', 'antek', 'asing', 'sekarang', 'dukung', 'orang', 'asing', 'negara', 'cina', 'weh', 'weh', 'ngomul', 'mulu', 'sih', 'ommm', 'gendut', 'jadi', 'pimpin', 'bisa', 'bikin', 'hoax', 'ya', 'aneh']","['kemarin', 'bilang', 'antek', 'asing', 'dukung', 'orang', 'asing', 'negara', 'cina', 'weh', 'weh', 'ngomul', 'mulu', 'sih', 'ommm', 'gendut', 'pimpin', 'bikin', 'hoax', 'ya', 'aneh']",kemarin bilang antek asing dukung orang asing negara cina weh weh ngomul mulu sih ommm gendut pimpin bikin hoax ya aneh
<username> <username> Ko ndak mendampingi pak <username> bu?...,username username Ko ndak mendampingi pak username bu,username username ko ndak damping username bu,username username kok indak damping username bu,0,"['username', 'username', 'kok', 'indak', 'damping', 'username', 'bu']","['username', 'username', 'indak', 'damping', 'username', 'bu']",username username indak damping username bu
<username> <username> <username> Baca jg tl ane Yg ada tulisan ASN tdk mlarang cadar & cingkrang dtempat umum kcuali tempat2 khusus ... Trus apa yg mesti ane Info ke ASN kalo cadar &amp; cingkrang boleh dtempat2 umum ??,username username username Baca jg tl ane Yg ada tulisan ASN tdk mlarang cadar cingkrang dtempat umum kcuali tempat2 khusus Trus apa yg mesti ane Info ke ASN kalo cadar amp cingkrang boleh dtempat2 umum,username username username baca jg tl ane yg tulis asn tdk mlarang cadar cingkrang dtempat kcuali tempat2 khusus trus yg mesti ane info asn kalo cadar amp cingkrang dtempat2,username username username baca juga tl ane yang tulis asn tidak mlarang cadar cingkrang dtempat kcuali khusus terus yang mesti ane info asn kalau cadar amp cingkrang dtempat2,0,"['username', 'username', 'username', 'baca', 'juga', 'tl', 'ane', 'yang', 'tulis', 'asn', 'tidak', 'mlarang', 'cadar', 'cingkrang', 'dtempat', 'kcuali', 'khusus', 'terus', 'yang', 'mesti', 'ane', 'info', 'asn', 'kalau', 'cadar', 'amp', 'cingkrang', 'dtempat2']","['username', 'username', 'username', 'baca', 'tl', 'ane', 'tulis', 'asn', 'mlarang', 'cadar', 'cingkrang', 'dtempat', 'kcuali', 'khusus', 'mesti', 'ane', 'info', 'asn', 'cadar', 'amp', 'cingkrang', 'dtempat2']",username username username baca tl ane tulis asn mlarang cadar cingkrang dtempat kcuali khusus mesti ane info asn cadar amp cingkrang dtempat2
<username> Wah kayanya gak pengen dikeritik ini tuan <username>,username Wah kayanya gak pengen dikeritik ini tuan username,username kaya gak ken keritik tuan username,username kayak tidak ken keritik tuan username,0,"['username', 'kayak', 'tidak', 'ken', 'keritik', 'tuan', 'username']","['username', 'kayak', 'ken', 'keritik', 'tuan', 'username']",username kayak ken keritik tuan username
Kita tunggu duet Wishnutama â¦<username>© dan Angela â¦<username> memajukan pariwisata Indonesia mendulang devisaâ© â¦<username>© â¦<username>© <hashtag> <hashtag> <link>,Kita tunggu duet Wishnutama âusername dan Angela âusername memajukan pariwisata Indonesia mendulang devisaâ âusername âusername hashtag hashtag link,tunggu duet wishnutama username angela username maju pariwisata indonesia dulang devisa username username hashtag hashtag link,tunggu duet wishnutama username angela username maju pariwisata indonesia dulang devisa username username hashtag hashtag link,0,"['tunggu', 'duet', 'wishnutama', 'username', 'angela', 'username', 'maju', 'pariwisata', 'indonesia', 'dulang', 'devisa', 'username', 'username', 'hashtag', 'hashtag', 'link']","['tunggu', 'duet', 'wishnutama', 'username', 'angela', 'username', 'maju', 'pariwisata', 'indonesia', 'dulang', 'devisa', 'username', 'username', 'hashtag', 'hashtag', 'link']",tunggu duet wishnutama username angela username maju pariwisata indonesia dulang devisa username username hashtag hashtag link
<username> <username> <username> <username> Judul Film = Maling Kondang Sutradara = Gubernur Produser = Parpol doyan duit Aktor = Suku Dinas Kritikus = <username> <hashtag>,username username username username Judul Film Maling Kondang Sutradara Gubernur Produser Parpol doyan duit Aktor Suku Dinas Kritikus username hashtag,username username username username judul film maling kondang sutradara gubernur produser parpol doyan duit aktor suku dinas kritikus username hashtag,username username username username judul film maling kondang sutradara gubernur produser parpol doyan duit aktor suku dinas kritikus username hashtag,0,"['username', 'username', 'username', 'username', 'judul', 'film', 'maling', 'kondang', 'sutradara', 'gubernur', 'produser', 'parpol', 'doyan', 'duit', 'aktor', 'suku', 'dinas', 'kritikus', 'username', 'hashtag']","['username', 'username', 'username', 'username', 'judul', 'film', 'maling', 'kondang', 'sutradara', 'gubernur', 'produser', 'parpol', 'doyan', 'duit', 'aktor', 'suku', 'dinas', 'kritikus', 'username', 'hashtag']",username username username username judul film maling kondang sutradara gubernur produser parpol doyan duit aktor suku dinas kritikus username hashtag
<username> Wait <username> jadi publik ga boleh tau apa yg dibahas di dewan gitu?,username Wait username jadi publik ga boleh tau apa yg dibahas di dewan gitu,username wait username publik ga tau yg bahas dewan gitu,username wait username publik tidak tau yang bahas dewan begitu,0,"['username', 'wait', 'username', 'publik', 'tidak', 'tau', 'yang', 'bahas', 'dewan', 'begitu']","['username', 'wait', 'username', 'publik', 'tau', 'bahas', 'dewan']",username wait username publik tau bahas dewan
