tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
Sandiaga Uno janjikan program Kartu Jakarta Jomblo Hingga Sandi maju menjadi Cawapres kartu ini tidak pernah terwujud dasar hoak nipu masyarakat ...,Sandiaga Uno janjikan program Kartu Jakarta Jomblo Hingga Sandi maju menjadi Cawapres kartu ini tidak pernah terwujud dasar hoak nipu masyarakat,sandiaga uno janji program kartu jakarta jomblo sandi maju cawapres kartu wujud dasar hoak nipu masyarakat,sandiaga uno janji program kartu jakarta jomblo sandi maju cawapres kartu wujud dasar hoak nipu masyarakat,1,"['sandiaga', 'uno', 'janji', 'program', 'kartu', 'jakarta', 'jomblo', 'sandi', 'maju', 'cawapres', 'kartu', 'wujud', 'dasar', 'hoak', 'nipu', 'masyarakat']","['sandiaga', 'uno', 'janji', 'program', 'kartu', 'jakarta', 'jomblo', 'sandi', 'maju', 'cawapres', 'kartu', 'wujud', 'dasar', 'hoak', 'nipu', 'masyarakat']",sandiaga uno janji program kartu jakarta jomblo sandi maju cawapres kartu wujud dasar hoak nipu masyarakat
Luwar biasa kan Gubernur seiman ini . Gelar Ph .D luar negri mantan rektor Paramadina dan mantan Mentri Pendidikan ini sudah berhasil membuat senang anakÂ² dengan menghadirkan kolam renang buat warganya . Ngerti ora bong!!! <hashtag>,Luwar biasa kan Gubernur seiman ini Gelar Ph D luar negri mantan rektor Paramadina dan mantan Mentri Pendidikan ini sudah berhasil membuat senang anakÂ² dengan menghadirkan kolam renang buat warganya Ngerti ora bong hashtag,luwar gubernur iman gelar ph d negri mantan rektor paramadina mantan tri didik hasil senang anak hadir kolam renang warga ngerti ora bong hashtag,luwar gubernur iman gelar ph di negeri mantan rektor paramadina mantan tri didik hasil senang anak hadir kolam renang warga mengerti ora bong hashtag,1,"['luwar', 'gubernur', 'iman', 'gelar', 'ph', 'di', 'negeri', 'mantan', 'rektor', 'paramadina', 'mantan', 'tri', 'didik', 'hasil', 'senang', 'anak', 'hadir', 'kolam', 'renang', 'warga', 'mengerti', 'ora', 'bong', 'hashtag']","['luwar', 'gubernur', 'iman', 'gelar', 'ph', 'negeri', 'mantan', 'rektor', 'paramadina', 'mantan', 'tri', 'didik', 'hasil', 'senang', 'anak', 'hadir', 'kolam', 'renang', 'warga', 'mengerti', 'ora', 'bong', 'hashtag']",luwar gubernur iman gelar ph negeri mantan rektor paramadina mantan tri didik hasil senang anak hadir kolam renang warga erti ora bong hashtag
Untung saya tidak punya Bukalapak tapi keluarga besar saya sudah uninstallbukalapak tidak tahu diri!!!,Untung saya tidak punya Bukalapak tapi keluarga besar saya sudah uninstallbukalapak tidak tahu diri,untung bukalapak keluarga uninstallbukalapak,untung bukalapak keluarga uninstallbukalapak,1,"['untung', 'bukalapak', 'keluarga', 'uninstallbukalapak']","['untung', 'bukalapak', 'keluarga', 'uninstallbukalapak']",untung bukalapak keluarga uninstallbukalapak
JAdi manusia itu lebih baik jangan angkuh dan sombong sampai berani merendahkan ulama NU kita bukan orang lugu yang tidak mengerti bahsa ambigumu .,JAdi manusia itu lebih baik jangan angkuh dan sombong sampai berani merendahkan ulama NU kita bukan orang lugu yang tidak mengerti bahsa ambigumu,manusia angkuh sombong berani rendah ulama nu orang lugu erti bahsa ambigu,manusia angkuh sombong berani rendah ulama nu orang lugu erti bahsa ambigu,1,"['manusia', 'angkuh', 'sombong', 'berani', 'rendah', 'ulama', 'nu', 'orang', 'lugu', 'erti', 'bahsa', 'ambigu']","['manusia', 'angkuh', 'sombong', 'berani', 'rendah', 'ulama', 'nu', 'orang', 'lugu', 'erti', 'bahsa', 'ambigu']",manusia angkuh sombong berani rendah ulama nu orang lugu erti bahsa ambigu
"gila gila gila keren keren keren .... rakyat dihajar abis abisan , koruptor dibiarkan liar... inilah pertumbuhan 7% , pertumbuhan koruptor",gila gila gila keren keren keren rakyat dihajar abis abisan koruptor dibiarkan liar inilah pertumbuhan 7 pertumbuhan koruptor,gila gila gila keren keren keren rakyat hajar abis abis koruptor biar liar tumbuh 7 tumbuh koruptor,gila gila gila keren keren keren rakyat hajar habis habis koruptor biar liar tumbuh 7 tumbuh koruptor,1,"['gila', 'gila', 'gila', 'keren', 'keren', 'keren', 'rakyat', 'hajar', 'habis', 'habis', 'koruptor', 'biar', 'liar', 'tumbuh', '7', 'tumbuh', 'koruptor']","['gila', 'gila', 'gila', 'keren', 'keren', 'keren', 'rakyat', 'hajar', 'habis', 'habis', 'koruptor', 'biar', 'liar', 'tumbuh', '7', 'tumbuh', 'koruptor']",gila gila gila keren keren keren rakyat hajar habis habis koruptor biar liar tumbuh 7 tumbuh koruptor
Pintar banget sih kalau suruh membolak balikkan fakta . belajar dimana?,Pintar banget sih kalau suruh membolak balikkan fakta belajar dimana,pintar banget sih suruh bolak balik fakta ajar mana,pintar banget sih suruh bolak balik fakta ajar mana,1,"['pintar', 'banget', 'sih', 'suruh', 'bolak', 'balik', 'fakta', 'ajar', 'mana']","['pintar', 'banget', 'sih', 'suruh', 'bolak', 'fakta', 'ajar']",pintar banget sih suruh bolak fakta ajar
Pemimpin jakarta si anies alhamdulillah amanah dengan kolam banjirnya,Pemimpin jakarta si anies alhamdulillah amanah dengan kolam banjirnya,pimpin jakarta si anies alhamdulillah amanah kolam banjir,pimpin jakarta sih anies alhamdulillah amanah kolam banjir,1,"['pimpin', 'jakarta', 'sih', 'anies', 'alhamdulillah', 'amanah', 'kolam', 'banjir']","['pimpin', 'jakarta', 'sih', 'anies', 'alhamdulillah', 'amanah', 'kolam', 'banjir']",pimpin jakarta sih anies alhamdulillah amanah kolam banjir
Iblis2 pun melakukan sidang istimewa membahas kedudukan mereka yang sudah turun derajatnya karena oknum wakil rakyat yang sudah menghina Ulama .,Iblis2 pun melakukan sidang istimewa membahas kedudukan mereka yang sudah turun derajatnya karena oknum wakil rakyat yang sudah menghina Ulama,iblis2 sidang istimewa bahas duduk turun derajat oknum wakil rakyat hina ulama,iblis2 sidang istimewa bahas duduk turun derajat oknum wakil rakyat hina ulama,1,"['iblis2', 'sidang', 'istimewa', 'bahas', 'duduk', 'turun', 'derajat', 'oknum', 'wakil', 'rakyat', 'hina', 'ulama']","['iblis2', 'sidang', 'istimewa', 'bahas', 'duduk', 'turun', 'derajat', 'oknum', 'wakil', 'rakyat', 'hina', 'ulama']",iblis2 sidang istimewa bahas duduk turun derajat oknum wakil rakyat hina ulama
Melakukan aksi uninstallbukalapak bukan ketololan tapi sebuah sikap yang tegas dan protes atas attitude buruk <username> Justru yang tolol adl orang yang membela attitude buruk tsb.,Melakukan aksi uninstallbukalapak bukan ketololan tapi sebuah sikap yang tegas dan protes atas attitude buruk username Justru yang tolol adl orang yang membela attitude buruk tsb,aksi uninstallbukalapak tolol sikap protes attitude buruk username tolol adl orang bela attitude buruk tsb,aksi uninstallbukalapak tolol sikap protes attitude buruk username tolol adalah orang bela attitude buruk tersebut,1,"['aksi', 'uninstallbukalapak', 'tolol', 'sikap', 'protes', 'attitude', 'buruk', 'username', 'tolol', 'adalah', 'orang', 'bela', 'attitude', 'buruk', 'tersebut']","['aksi', 'uninstallbukalapak', 'tolol', 'sikap', 'protes', 'attitude', 'buruk', 'username', 'tolol', 'orang', 'bela', 'attitude', 'buruk']",aksi uninstallbukalapak tolol sikap protes attitude buruk username tolol orang bela attitude buruk
juara bohong <hashtag>,juara bohong hashtag,juara bohong hashtag,juara bohong hashtag,1,"['juara', 'bohong', 'hashtag']","['juara', 'bohong', 'hashtag']",juara bohong hashtag
<username> Mulia sekali cita2 mu nak bapak nyesal tidak gugurin kamu ??,username Mulia sekali cita2 mu nak bapak nyesal tidak gugurin kamu,username mulia cita2 mu nak nyesal gugurin,username mulia mu nak nyesal gugurin,1,"['username', 'mulia', 'mu', 'nak', 'nyesal', 'gugurin']","['username', 'mulia', 'mu', 'nak', 'nyesal', 'gugurin']",username mulia mu nak nyesal gugurin
<username> Gabener terbaik? Terbaik menata kata memang iya . <hashtag> <hashtag>,username Gabener terbaik Terbaik menata kata memang iya hashtag hashtag,username gabener baik baik tata iya hashtag hashtag,username gabener baik baik tata iya hashtag hashtag,1,"['username', 'gabener', 'baik', 'baik', 'tata', 'iya', 'hashtag', 'hashtag']","['username', 'gabener', 'tata', 'iya', 'hashtag', 'hashtag']",username gabener tata iya hashtag hashtag
wooww ... kehidupan syekali pendukung prabohong memaksa dan mendoktrin agar memilih c wowo :d takut ya kalau 2019 kalahlagi :d :d <hashtag>,wooww kehidupan syekali pendukung prabohong memaksa dan mendoktrin agar memilih c wowo d takut ya kalau 2019 kalahlagi d d hashtag,wooww hidup syekali dukung prabohong paksa doktrin pilih c wowo d takut ya 2019 kalahlagi d d hashtag,wooww hidup syekali dukung prabohong paksa doktrin pilih sih wowo di takut ya 2019 kalahlagi di di hashtag,1,"['wooww', 'hidup', 'syekali', 'dukung', 'prabohong', 'paksa', 'doktrin', 'pilih', 'sih', 'wowo', 'di', 'takut', 'ya', '2019', 'kalahlagi', 'di', 'di', 'hashtag']","['wooww', 'hidup', 'syekali', 'dukung', 'prabohong', 'paksa', 'doktrin', 'pilih', 'sih', 'wowo', 'takut', 'ya', '2019', 'kalahlagi', 'hashtag']",wooww hidup syekali dukung prabohong paksa doktrin pilih sih wowo takut ya 2019 kalahlagi hashtag
yang penting bahagia y seiman ini <hashtag>,yang penting bahagia y seiman ini hashtag,bahagia y iman hashtag,bahagia ya iman hashtag,1,"['bahagia', 'ya', 'iman', 'hashtag']","['bahagia', 'ya', 'iman', 'hashtag']",bahagia ya iman hashtag
Teu keren kumaha atuh nguruskeun hirup batur :)) <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,Teu keren kumaha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag,teu keren maha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag,teu keren maha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag,1,"['teu', 'keren', 'maha', 'atuh', 'nguruskeun', 'hirup', 'batur', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['teu', 'keren', 'maha', 'atuh', 'nguruskeun', 'hirup', 'batur', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",teu keren maha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag
prabohong berpidato terlalu lantang sampai lupa yang disampaikan isinya tidak karuan alias kacau .,prabohong berpidato terlalu lantang sampai lupa yang disampaikan isinya tidak karuan alias kacau,prabohong pidato lantang lupa isi karuan alias kacau,prabohong pidato lantang lupa isi karuan alias kacau,1,"['prabohong', 'pidato', 'lantang', 'lupa', 'isi', 'karuan', 'alias', 'kacau']","['prabohong', 'pidato', 'lantang', 'lupa', 'isi', 'karuan', 'alias', 'kacau']",prabohong pidato lantang lupa isi karuan alias kacau
Yang baik dicaci yang jelek di rangkul <hashtag>,Yang baik dicaci yang jelek di rangkul hashtag,caci jelek rangkul hashtag,caci jelek rangkul hashtag,1,"['caci', 'jelek', 'rangkul', 'hashtag']","['caci', 'jelek', 'rangkul', 'hashtag']",caci jelek rangkul hashtag
indonesiaku sedang berberdaya gunaan yang menolak perdamaian berarti mereka menolak nkri dan pancasila . <hashtag>,indonesiaku sedang berberdaya gunaan yang menolak perdamaian berarti mereka menolak nkri dan pancasila hashtag,indonesia daya guna tolak damai tolak nkri pancasila hashtag,indonesia daya guna tolak damai tolak nkri pancasila hashtag,1,"['indonesia', 'daya', 'guna', 'tolak', 'damai', 'tolak', 'nkri', 'pancasila', 'hashtag']","['indonesia', 'daya', 'tolak', 'damai', 'tolak', 'nkri', 'pancasila', 'hashtag']",indonesia daya tolak damai tolak nkri pancasila hashtag
BANJIR HUJAN dan BANJIR ANGGARAN Akhirnya BERJALAN BERIRINGAN Nikmati Pilihan PEMIMPI(n)mu ??????????,BANJIR HUJAN dan BANJIR ANGGARAN Akhirnya BERJALAN BERIRINGAN Nikmati Pilihan PEMIMPInmu,banjir hujan banjir anggar jalan iring nikmat pilih pimpin,banjir hujan banjir anggar jalan iring nikmat pilih pimpin,1,"['banjir', 'hujan', 'banjir', 'anggar', 'jalan', 'iring', 'nikmat', 'pilih', 'pimpin']","['banjir', 'hujan', 'banjir', 'anggar', 'jalan', 'iring', 'nikmat', 'pilih', 'pimpin']",banjir hujan banjir anggar jalan iring nikmat pilih pimpin
ni nih yang gua suka . Capek kadang rasanya 2 kubu yang saling menjatuhkan satu sama lain terus2 an nyindir lewat twitter.,ni nih yang gua suka Capek kadang rasanya 2 kubu yang saling menjatuhkan satu sama lain terus2 an nyindir lewat twitter,ni nih gua suka capek kadang 2 kubu jatuh terus2 an nyindir twitter,nih nih gua suka capek kadang 2 kubu jatuh terus2 an menyindir twitter,1,"['nih', 'nih', 'gua', 'suka', 'capek', 'kadang', '2', 'kubu', 'jatuh', 'terus2', 'an', 'menyindir', 'twitter']","['nih', 'nih', 'gua', 'suka', 'capek', 'kadang', '2', 'kubu', 'jatuh', 'terus2', 'an', 'menyindir', 'twitter']",nih nih gua suka capek kadang 2 kubu jatuh terus2 an sindir twitter
nelayan itu berangkat melaut malam hari dan kembali pada siang hari . lalu waktu jam 12 malam pergi berdua supir ke pantai siapa yang dia temui itu ya? ini namanya bohong pangkat 12,nelayan itu berangkat melaut malam hari dan kembali pada siang hari lalu waktu jam 12 malam pergi berdua supir ke pantai siapa yang dia temui itu ya ini namanya bohong pangkat 12,nelayan berangkat laut malam siang jam 12 malam pergi dua supir pantai temu ya nama bohong pangkat 12,nelayan berangkat laut malam siang jam 12 malam pergi dua supir pantai temu ya nama bohong pangkat 12,1,"['nelayan', 'berangkat', 'laut', 'malam', 'siang', 'jam', '12', 'malam', 'pergi', 'dua', 'supir', 'pantai', 'temu', 'ya', 'nama', 'bohong', 'pangkat', '12']","['nelayan', 'berangkat', 'laut', 'malam', 'siang', 'jam', '12', 'malam', 'pergi', 'supir', 'pantai', 'temu', 'ya', 'nama', 'bohong', 'pangkat', '12']",nelayan berangkat laut malam siang jam 12 malam pergi supir pantai temu ya nama bohong pangkat 12
<username> Kayaknya sudah pinter banget dokter satu ini memang kamu sudah pernah nyusun RAPBD ??? <hashtag>,username Kayaknya sudah pinter banget dokter satu ini memang kamu sudah pernah nyusun RAPBD hashtag,username kayak pinter banget dokter nyusun rapbd hashtag,username kayak pintar banget dokter nyusun rapbd hashtag,1,"['username', 'kayak', 'pintar', 'banget', 'dokter', 'nyusun', 'rapbd', 'hashtag']","['username', 'kayak', 'pintar', 'banget', 'dokter', 'nyusun', 'rapbd', 'hashtag']",username kayak pintar banget dokter nyusun rapbd hashtag
"negara ini keren, koruptor aja yang milih rakyat. bhahahak..",negara ini keren koruptor aja yang milih rakyat bhahahak,negara keren koruptor aja milih rakyat bhahahak,negara keren koruptor saja memilih rakyat bhahahak,1,"['negara', 'keren', 'koruptor', 'saja', 'memilih', 'rakyat', 'bhahahak']","['negara', 'keren', 'koruptor', 'memilih', 'rakyat', 'bhahahak']",negara keren koruptor pilih rakyat bhahahak
Lebih baek banjir daripada ngutang katenye lebih baek anggaran bocor daripada genteng bocor . Genteng kagak bocor sih tapi rumah nyilem <hashtag>,Lebih baek banjir daripada ngutang katenye lebih baek anggaran bocor daripada genteng bocor Genteng kagak bocor sih tapi rumah nyilem hashtag,baek banjir ngutang katenye baek anggar bocor genteng bocor genteng kagak bocor sih rumah nyilem hashtag,baik banjir ngutang katenye baik anggar bocor genteng bocor genteng kagak bocor sih rumah nyilem hashtag,1,"['baik', 'banjir', 'ngutang', 'katenye', 'baik', 'anggar', 'bocor', 'genteng', 'bocor', 'genteng', 'kagak', 'bocor', 'sih', 'rumah', 'nyilem', 'hashtag']","['banjir', 'ngutang', 'katenye', 'anggar', 'bocor', 'genteng', 'bocor', 'genteng', 'kagak', 'bocor', 'sih', 'rumah', 'nyilem', 'hashtag']",banjir ngutang katenye anggar bocor genteng bocor genteng kagak bocor sih rumah nyilem hashtag
seratus buat kamu anak pintar ! cariin alesan yang lebih tepat dong,seratus buat kamu anak pintar cariin alesan yang lebih tepat dong,ratus anak pintar cariin alesan,ratus anak pintar carikan alesan,1,"['ratus', 'anak', 'pintar', 'carikan', 'alesan']","['ratus', 'anak', 'pintar', 'carikan', 'alesan']",ratus anak pintar cari alesan
Si buniyani kemakan omongannya sendiri !! Dasar buniyani memang bodoh !! :D :D,Si buniyani kemakan omongannya sendiri Dasar buniyani memang bodoh D D,si buniyani makan omong dasar buniyani bodoh d d,sih buniyani makan omong dasar buniyani bodoh di di,1,"['sih', 'buniyani', 'makan', 'omong', 'dasar', 'buniyani', 'bodoh', 'di', 'di']","['sih', 'buniyani', 'makan', 'omong', 'dasar', 'buniyani', 'bodoh']",sih buniyani makan omong dasar buniyani bodoh
Polisi baik hanya polisi tidur <hashtag> <hashtag>,Polisi baik hanya polisi tidur hashtag hashtag,polisi polisi tidur hashtag hashtag,polisi polisi tidur hashtag hashtag,1,"['polisi', 'polisi', 'tidur', 'hashtag', 'hashtag']","['polisi', 'polisi', 'tidur', 'hashtag', 'hashtag']",polisi polisi tidur hashtag hashtag
memang harus diakui kalau anies pintar . Buat live IG di tempat yang tidak banjir . PR ????,memang harus diakui kalau anies pintar Buat live IG di tempat yang tidak banjir PR,aku anies pintar live ig banjir pr,aku anies pintar live ig banjir pr,1,"['aku', 'anies', 'pintar', 'live', 'ig', 'banjir', 'pr']","['anies', 'pintar', 'live', 'ig', 'banjir', 'pr']",anies pintar live ig banjir pr
DKI banjir lagi ya .. kata abang2 jawara banjir itu berkah .. jadi kita ucapkan selamat saja buat warga DKI atas berkah air berlimpahnya selamat ya .. selamat juga buat bapak <username> atas pengadaan TOA 4 milyar saya yakin banyak berkah bisa dipetik disitu <hashtag>,DKI banjir lagi ya kata abang2 jawara banjir itu berkah jadi kita ucapkan selamat saja buat warga DKI atas berkah air berlimpahnya selamat ya selamat juga buat bapak username atas pengadaan TOA 4 milyar saya yakin banyak berkah bisa dipetik disitu hashtag,dki banjir ya abang2 jawara banjir berkah ucap selamat warga dki berkah air limpah selamat ya selamat username ada toa 4 milyar berkah petik situ hashtag,dki banjir ya abang2 jawara banjir berkah ucap selamat warga dki berkah air limpah selamat ya selamat username ada toa 4 milyar berkah petik situ hashtag,1,"['dki', 'banjir', 'ya', 'abang2', 'jawara', 'banjir', 'berkah', 'ucap', 'selamat', 'warga', 'dki', 'berkah', 'air', 'limpah', 'selamat', 'ya', 'selamat', 'username', 'ada', 'toa', '4', 'milyar', 'berkah', 'petik', 'situ', 'hashtag']","['dki', 'banjir', 'ya', 'abang2', 'jawara', 'banjir', 'berkah', 'selamat', 'warga', 'dki', 'berkah', 'air', 'limpah', 'selamat', 'ya', 'selamat', 'username', 'toa', '4', 'milyar', 'berkah', 'petik', 'situ', 'hashtag']",dki banjir ya abang2 jawara banjir berkah selamat warga dki berkah air limpah selamat ya selamat username toa 4 milyar berkah petik situ hashtag
Aduh kepencet .... Rekor Utang Meroket .. :P :P,Aduh kepencet Rekor Utang Meroket P P,aduh pencet rekor utang roket p p,aduh pencet rekor utang roket p p,1,"['aduh', 'pencet', 'rekor', 'utang', 'roket', 'p', 'p']","['aduh', 'pencet', 'rekor', 'utang', 'roket', 'p', 'p']",aduh pencet rekor utang roket p p
sudah bang <username> tidak harus demo turun ke jalan lah wong katanya banjir berkah yaudah biar dinikmati saja . <hashtag>,sudah bang username tidak harus demo turun ke jalan lah wong katanya banjir berkah yaudah biar dinikmati saja hashtag,bang username demo turun jalan banjir berkah yaudah biar nikmat hashtag,abang username demo turun jalan banjir berkah yaudah biar nikmat hashtag,1,"['abang', 'username', 'demo', 'turun', 'jalan', 'banjir', 'berkah', 'yaudah', 'biar', 'nikmat', 'hashtag']","['abang', 'username', 'demo', 'turun', 'jalan', 'banjir', 'berkah', 'yaudah', 'biar', 'nikmat', 'hashtag']",abang username demo turun jalan banjir berkah yaudah biar nikmat hashtag
aibon alpa ketik bolpoin alpa input penghargaan diskotek colosseum alpa kadis sekarang ... . rekomendasi formula e alpa ketik lagi. bukannya alpa otak tuhÃ°Ã¿Â¤Â£,aibon alpa ketik bolpoin alpa input penghargaan diskotek colosseum alpa kadis sekarang rekomendasi formula e alpa ketik lagi bukannya alpa otak tuhÃÃÂÂ,aibon alpa ketik bolpoin alpa input harga diskotek colosseum alpa kad rekomendasi formula e alpa ketik alpa otak tuh,aibon alpa ketik bolpoin alpa input harga diskotek colosseum alpa kad rekomendasi formula e alpa ketik alpa otak tuh,1,"['aibon', 'alpa', 'ketik', 'bolpoin', 'alpa', 'input', 'harga', 'diskotek', 'colosseum', 'alpa', 'kad', 'rekomendasi', 'formula', 'e', 'alpa', 'ketik', 'alpa', 'otak', 'tuh']","['aibon', 'alpa', 'ketik', 'bolpoin', 'alpa', 'input', 'harga', 'diskotek', 'colosseum', 'alpa', 'kad', 'rekomendasi', 'formula', 'e', 'alpa', 'ketik', 'alpa', 'otak', 'tuh']",aibon alpa ketik bolpoin alpa input harga diskotek colosseum alpa kad rekomendasi formula e alpa ketik alpa otak tuh
di medan lagi ada gerakan <hashtag>. bergaya juga ya mantan kamu banyak yang peduli.,di medan lagi ada gerakan hashtag bergaya juga ya mantan kamu banyak yang peduli,medan gera hashtag gaya ya mantan peduli,medan gera hashtag gaya ya mantan peduli,1,"['medan', 'gera', 'hashtag', 'gaya', 'ya', 'mantan', 'peduli']","['medan', 'gera', 'hashtag', 'gaya', 'ya', 'mantan', 'peduli']",medan gera hashtag gaya ya mantan peduli
gw terinsipirasi untuk kondisi indonesia saat ini seperti film olympus has fallen .............. edannn <hashtag> <hashtag> <hashtag>,gw terinsipirasi untuk kondisi indonesia saat ini seperti film olympus has fallen edannn hashtag hashtag hashtag,gw terinsipirasi kondisi indonesia film olympus has fallen edannn hashtag hashtag hashtag,gue terinsipirasi kondisi indonesia film olympus has fallen edan hashtag hashtag hashtag,1,"['gue', 'terinsipirasi', 'kondisi', 'indonesia', 'film', 'olympus', 'has', 'fallen', 'edan', 'hashtag', 'hashtag', 'hashtag']","['gue', 'terinsipirasi', 'kondisi', 'indonesia', 'film', 'olympus', 'has', 'fallen', 'edan', 'hashtag', 'hashtag', 'hashtag']",gue terinsipirasi kondisi indonesia film olympus has fallen edan hashtag hashtag hashtag
saya membolehkan 02 beroleh hadiah tapi itu dlu pas pemilu 2014 <hashtag>,saya membolehkan 02 beroleh hadiah tapi itu dlu pas pemilu 2014 hashtag,boleh 02 oleh hadiah dlu pas milu 2014 hashtag,boleh 02 oleh hadiah dulu pas milu 2014 hashtag,1,"['boleh', '02', 'oleh', 'hadiah', 'dulu', 'pas', 'milu', '2014', 'hashtag']","['02', 'hadiah', 'pas', 'milu', '2014', 'hashtag']",02 hadiah pas milu 2014 hashtag
Terima kasih bapak Anies . Hasil naturalisasi sudah terlihat .,Terima kasih bapak Anies Hasil naturalisasi sudah terlihat,terima kasih anies hasil naturalisasi,terima kasih anies hasil naturalisasi,1,"['terima', 'kasih', 'anies', 'hasil', 'naturalisasi']","['terima', 'kasih', 'anies', 'hasil', 'naturalisasi']",terima kasih anies hasil naturalisasi
santun tapi pembohong ! <hashtag>,santun tapi pembohong hashtag,santun bohong hashtag,santun bohong hashtag,1,"['santun', 'bohong', 'hashtag']","['santun', 'bohong', 'hashtag']",santun bohong hashtag
<username> Terima kasih JKT58 <username> Berkah politisasi ayat dan mayat <hashtag>,username Terima kasih JKT58 username Berkah politisasi ayat dan mayat hashtag,username terima kasih jkt58 username berkah politisasi ayat mayat hashtag,username terima kasih jkt58 username berkah politisasi ayat mayat hashtag,1,"['username', 'terima', 'kasih', 'jkt58', 'username', 'berkah', 'politisasi', 'ayat', 'mayat', 'hashtag']","['username', 'terima', 'kasih', 'jkt58', 'username', 'berkah', 'politisasi', 'ayat', 'mayat', 'hashtag']",username terima kasih jkt58 username berkah politisasi ayat mayat hashtag
Katanya sih pengusaha muda berpengalaman tapi .. <hashtag>,Katanya sih pengusaha muda berpengalaman tapi hashtag,sih usaha muda alam hashtag,sih usaha muda alam hashtag,1,"['sih', 'usaha', 'muda', 'alam', 'hashtag']","['sih', 'usaha', 'muda', 'alam', 'hashtag']",sih usaha muda alam hashtag
Sabar bapak .. Setelah bulan april 2019 semua pasti <hashtag>,Sabar bapak Setelah bulan april 2019 semua pasti hashtag,sabar april 2019 hashtag,sabar april 2019 hashtag,1,"['sabar', 'april', '2019', 'hashtag']","['sabar', 'april', '2019', 'hashtag']",sabar april 2019 hashtag
<username> Mulia sekali anak2 itu tidak ingin otaknya cepat rusak maka jarang digunakan : ) hallo.... <username>,username Mulia sekali anak2 itu tidak ingin otaknya cepat rusak maka jarang digunakan hallo username,username mulia anak2 otak cepat rusak jarang hallo username,username mulia otak cepat rusak jarang halo username,1,"['username', 'mulia', 'otak', 'cepat', 'rusak', 'jarang', 'halo', 'username']","['username', 'mulia', 'otak', 'cepat', 'rusak', 'jarang', 'halo', 'username']",username mulia otak cepat rusak jarang halo username
Ujian sekolah sekarang lebih mentingin hasil daripada kejujurannya :( <hashtag>,Ujian sekolah sekarang lebih mentingin hasil daripada kejujurannya hashtag,uji sekolah mentingin hasil jujur hashtag,uji sekolah mentingin hasil jujur hashtag,1,"['uji', 'sekolah', 'mentingin', 'hasil', 'jujur', 'hashtag']","['uji', 'sekolah', 'mentingin', 'hasil', 'jujur', 'hashtag']",uji sekolah mentingin hasil jujur hashtag
bukan nya amatir .. tp memang mahir memanipulasi .. tp semahir2 nya tupai melompat suatu saat pasti kejengkang jg .. <hashtag> <hashtag>,bukan nya amatir tp memang mahir memanipulasi tp semahir2 nya tupai melompat suatu saat pasti kejengkang jg hashtag hashtag,nya amatir tp mahir manipulasi tp semahir2 nya tupai lompat jengkang jg hashtag hashtag,ya amatir tapi mahir manipulasi tapi semahir2 ya tupai lompat jengkang juga hashtag hashtag,1,"['ya', 'amatir', 'tapi', 'mahir', 'manipulasi', 'tapi', 'semahir2', 'ya', 'tupai', 'lompat', 'jengkang', 'juga', 'hashtag', 'hashtag']","['ya', 'amatir', 'mahir', 'manipulasi', 'semahir2', 'ya', 'tupai', 'lompat', 'jengkang', 'hashtag', 'hashtag']",ya amatir mahir manipulasi semahir2 ya tupai lompat jengkang hashtag hashtag
"Kita harus bersyukur. Banjir besar ini selalu hari Libur. Ini kalau bukan Anies, Gubenur Sholeh, doanya, ini bisa terjadi senin, selasa, rabu. kata Wakil Ketua Bamus Betawi, Rahmat HS Woyy ini selasa. BNGST <hashtag>",Kita harus bersyukur Banjir besar ini selalu hari Libur Ini kalau bukan Anies Gubenur Sholeh doanya ini bisa terjadi senin selasa rabu kata Wakil Ketua Bamus Betawi Rahmat HS Woyy ini selasa BNGST hashtag,syukur banjir libur anies gubenur sholeh doa senin selasa rabu wakil ketua bamus betawi rahmat hs woyy selasa bngst hashtag,syukur banjir libur anies gubenur sholeh doa senin selasa rabu wakil ketua bamus betawi rahmat hs woyy selasa bngst hashtag,1,"['syukur', 'banjir', 'libur', 'anies', 'gubenur', 'sholeh', 'doa', 'senin', 'selasa', 'rabu', 'wakil', 'ketua', 'bamus', 'betawi', 'rahmat', 'hs', 'woyy', 'selasa', 'bngst', 'hashtag']","['syukur', 'banjir', 'libur', 'anies', 'gubenur', 'sholeh', 'doa', 'senin', 'selasa', 'rabu', 'wakil', 'ketua', 'bamus', 'betawi', 'rahmat', 'hs', 'woyy', 'selasa', 'bngst', 'hashtag']",syukur banjir libur anies gubenur sholeh doa senin selasa rabu wakil ketua bamus betawi rahmat hs woyy selasa bngst hashtag
